PCGS,TAS,PCG14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,H14REL,H14M1,H14M2,H14M4,H14M5,H14M6,H14M7,H14M8,H14M9,H14M10,H14M11,H14M12,H14M13,H14M14,H14M15,H14M16,H14M17,H14M18,H14M19,H14M20,H14M21,H14M22,H14M23,H14M24,H14M25,H14Q3,H14S9,H14S10,H14S19,H14S20,H14S21,H14S22,H14S28,H14CDSHID,H14PSIDFLG,H14INST,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
,1,,,,,,,,1,2,18,42,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,1,2,0,0,18,31,1972,3,3,96,1,18,183,1971,3,3,2019,1,12,2016,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1321,5,30,,,940,5,30,,,3582,5,30,,,395,4,30,,,5977,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,4,30,,,4401,4,30,2,5
,1,,,,,,,,1,2,18,45,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,0,2,0,0,18,185,1974,5,3,101,1,18,35,1974,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5937,4,30,,,7955,5,35,,,5016,5,33,,,2916,5,33,,,7557,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651,3,33,,,8610,2,30,2,6
1,,1.1,,,,,,,,2,18,170,0,5,0,0,0,0,0,0,0,14,2,2,1,0,1,1,1,5,2019,2005,18,905,9999,99,99,999,9,18,904,9999,99,99,2013,2,9,1980,12,1985,99,9999,99,9999,99,9999,2013,2,2,1975,4,9,1994,8,1993,9,1997,1,99,9999,99,9999,1,0,0,1968,0,5647,72,20,,,0,0,0,,,0,0,0,,,0,0,0,,,7190,2,20,,,2,7,3,5,4,3,3,3,5,2,5,5,1,4,2,3,2,3,4,2,2,3,4,4,3,1,4,1,0,0,5,5,5,28,1,2,0,0,0,,,0,0,0,,
1,,1.1,,,,,,,,2,18,185,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,0,5,0,0,18,941,9999,99,99,999,9,18,936,9999,99,99,2019,5,11,1994,2,2012,11,2010,10,1999,11,1995,2019,2,4,1995,4,12,2005,1,2005,8,2008,4,5,2019,7,2017,4,0,2013,1968,0,5937,1,10,,,7955,2,22,,,5016,2,20,,,2916,2,20,,,7557,2,20,,,2,7,5,3,3,1,5,3,3,1,5,1,1,4,3,3,2,2,4,3,3,1,4,3,3,1,4,1,0,0,5,5,5,26,1,2,4651,2,20,,,8610,1,10,,
,3,,,,,,1,1,1,2,18,189,0,0,0,0,0,0,0,0,0,14,2,2,1,1,1,0,0,3,2017,2015,0,0,9999,99,99,999,9,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1057,3,30,,,293,3,30,,,3155,3,30,,,365,3,30,,,3172,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,51,30,2,5,3818,51,30,2,5
,5,,,1,1,1,1,1,,2,22,30,0,5,0,0,0,0,0,0,0,10,1,2,1,0,1,0,0,2,0,0,22,3,1957,1,1,117,4,22,174,1962,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4407,2,30,,,2585,2,30,4,6,907,2,30,3,6,1751,2,30,2,5,1231,2,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,2,30,2,5,470,2,30,,
,5,,,,1,1,1,1,1,2,22,31,0,5,0,0,0,0,0,0,0,10,1,2,1,1,1,1,1,2,2013,1991,22,173,1965,1,1,78,1,22,4,1964,3,1,2019,2,8,2010,10,2014,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3752,2,30,,,2831,2,30,,,962,51,30,3,6,841,51,30,2,6,759,51,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337,3,30,2,5,40,3,30,2,5
,4,,,,,1,1,1,1,2,22,176,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,0,1,3,2009,2009,22,175,1973,2,1,998,2,22,4,1964,3,2,2019,2,6,2014,8,2016,99,9999,99,9999,99,9999,2019,1,6,2013,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,3548,3,30,,,5288,2,30,,,0,0,0,,,5984,2,30,2,5,1415,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,1,10,2,6,283,1,10,2,6
1,,1.1,,,,,,,,2,23,178,0,0,0,0,0,0,0,0,0,10,1,2,1,0,1,0,0,5,0,0,23,908,9999,99,99,999,9,0,0,9999,99,99,2019,3,8,2002,4,2013,3,2005,99,9999,99,9999,2019,1,2,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,7626,2,22,,,3198,2,22,,,7163,2,22,,,7992,2,22,,,8607,2,22,,,2,6,4,2,1,1,1,1,2,1,5,1,5,2,2,2,2,4,4,1,1,2,4,4,4,1,3,1,30,2,5,5,5,30,1,2,2836,2,20,,,1100,2,20,,
,3,,,,,,1,1,1,2,39,31,0,0,0,0,0,0,0,0,0,3,2,2,1,1,1,0,1,2,2019,2015,39,174,1972,2,1,117,1,39,30,1970,2,1,2013,0,99,9999,99,9999,99,9999,99,9999,99,9999,2013,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1269,3,30,,,1214,3,30,,,2941,3,30,,,863,3,30,,,4968,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,51,30,2,4,3059,51,30,2,5
1,,1.1,,,,,,,,2,39,174,0,0,0,0,0,0,0,0,0,3,2,2,1,0,1,0,1,5,2019,2019,39,910,9999,99,99,999,9,39,911,9999,99,99,2015,2,4,1995,2,2001,99,9999,99,9999,99,9999,2017,1,8,1992,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1269,2,20,,,1214,2,20,,,2941,2,20,,,863,2,20,,,4968,2,20,,,2,6,2,3,1,2,3,3,1,2,5,5,1,3,1,1,1,4,4,1,1,3,4,3,4,1,3,1,0,0,5,5,5,31,1,2,5050,2,20,,,3059,2,20,,
1,,1.1,,,,,,,,2,40,31,0,5,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,40,4,1961,3,1,995,1,40,171,1962,3,1,2019,2,11,2004,9,2007,99,9999,99,9999,99,9999,2019,1,6,1999,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4536,2,20,,,1340,2,20,,,14,2,20,,,5453,2,20,,,4973,2,20,,,2,7,3,1,1,2,3,2,2,2,5,5,1,4,3,2,1,2,3,3,3,2,4,3,3,3,1,0,0,0,5,5,4,32,1,2,2673,2,20,,,8073,2,20,,
,3,,,,1,1,1,,,2,40,35,0,5,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,40,4,1961,3,3,117,1,40,171,1962,3,3,2019,3,1,2005,4,2011,2,2009,99,9999,99,9999,2019,1,5,2008,5,99,9999,2,2015,99,9999,9,99,9999,99,9999,5,0,0,1968,0,6203,6,40,,,3462,1,10,,,6236,1,10,3,6,7750,1,10,2,6,2896,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8954,1,10,,,8096,1,10,,
,1,,,,,,,,1,2,40,37,0,5,0,0,0,0,0,0,0,7,1,2,1,0,1,0,1,2,2019,2019,40,30,1971,3,1,131,1,40,172,1970,3,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,2,4,2009,4,8,2012,8,2011,9,2013,1,99,9999,99,9999,1,0,0,1968,0,7826,3,30,,,7660,2,30,,,3738,2,20,,,708,2,20,,,2106,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6248,2,20,,,9260,2,20,2,4
,3,,,,,1,,1,1,2,40,38,0,5,0,0,0,0,0,0,0,7,1,1,1,1,1,0,0,2,2017,2013,40,30,1971,3,2,123,1,40,172,1970,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7826,4,30,,,2199,3,30,,,1105,3,30,,,290,3,30,2,6,3380,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7541,51,30,2,6,8029,51,30,2,6
,1,,,,,,1,,,2,40,39,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,1,2,2019,2015,40,30,1971,3,3,144,1,40,173,1970,1,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7660,3,30,,,732,3,30,,,8287,3,30,,,3559,3,30,,,6418,3,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,8259,3,30,,
1,,1.1,,,,,,,,2,41,5,0,0,0,0,0,0,0,0,0,6,2,2,1,0,0,1,1,1,1992,1977,41,2,1937,7,3,998,1,0,0,9999,99,99,2003,2,4,1976,5,1977,99,9999,99,9999,99,9999,2019,4,2,1976,4,5,1979,5,1979,9,1998,1,99,9999,99,9999,1,0,0,1968,0,1114,2,20,,,308,2,20,,,337,2,20,,,561,2,20,,,650,2,20,,,2,7,5,5,3,4,3,3,4,2,5,5,5,3,3,4,3,3,4,3,3,2,4,4,4,2,3,1,0,4,4,5,4,35,1,2,4698,2,20,,,3858,2,20,,
1,,1.1,,,,,,,,2,41,30,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,1,1,2,1992,1985,41,170,1954,2,1,998,1,41,3,1953,2,1,2019,3,1,2010,7,2014,6,2011,99,9999,99,9999,2019,2,11,1999,4,6,2009,3,2009,7,2009,1,99,9999,99,9999,1,0,2015,1968,0,7474,2,20,,,8300,2,20,,,8010,1,10,,,1189,2,20,,,8138,2,20,,,2,7,5,3,1,2,5,2,4,1,1,5,1,4,3,4,2,3,4,2,3,1,4,4,3,2,3,5,0,0,5,5,5,34,1,2,2512,2,20,,,8454,2,20,,
,1,,,,,,,,1,2,41,32,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,177,1976,2,1,130,1,41,193,1963,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1114,3,60,,,308,3,60,,,337,3,60,,,561,3,60,,,650,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698,3,60,,,3858,3,60,2,6
1,,1.1,,,,,,,,2,41,183,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,3,2019,2019,41,7,1961,2,1,998,2,41,182,1960,2,1,2017,3,6,2002,2,2014,7,2004,99,9999,99,9999,2017,1,6,2001,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2015,1968,0,1462,2,20,,,422,2,20,,,1072,2,20,,,1236,2,20,,,6605,2,20,,,2,7,5,3,2,3,3,4,2,2,5,5,1,4,4,4,3,2,3,3,4,2,4,3,3,2,1,0,0,0,5,4,5,37,1,2,7036,2,20,,,4383,2,20,,
1,,1.1,,,,,,,,2,41,186,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,3,0,0,41,8,1963,2,1,998,2,0,0,9999,99,99,2019,3,10,2001,4,2006,12,2003,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1578,1,10,,,888,2,22,,,1200,2,22,,,1864,2,22,,,4278,2,22,,,2,7,5,5,1,1,3,4,1,1,1,1,5,4,1,1,1,4,4,1,1,3,3,3,3,3,5,1,0,0,5,5,5,38,1,2,2759,2,22,,,6731,2,22,,
1,,1.1,,,,,,,,2,41,187,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,3,0,0,41,8,1963,2,2,998,2,41,928,9999,99,99,2019,2,7,2008,7,2014,99,9999,99,9999,99,9999,2019,1,12,2007,4,7,2014,6,2013,99,9999,9,99,9999,99,9999,4,0,2015,1968,0,4997,1,10,,,488,1,10,,,1323,2,20,,,1899,2,20,,,3578,2,20,,,2,7,5,3,1,1,4,1,1,1,5,5,1,4,3,4,2,3,3,3,3,1,4,4,4,1,3,1,0,0,5,5,5,41,1,1,3513,1,10,,,3834,1,10,,
1,,1.1,,,,,,,,2,41,197,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,0,0,0,0,0,9999,99,99,999,9,41,972,9999,99,99,2019,2,8,2004,4,2006,99,9999,99,9999,99,9999,2019,1,5,2003,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3566,2,20,,,460,2,20,,,2444,2,20,,,2106,2,20,,,5837,2,20,,,2,7,4,3,1,2,2,2,4,2,1,1,1,2,1,2,2,3,4,1,1,3,4,4,4,1,4,1,0,0,5,5,5,39,1,2,8194,2,20,,,4197,2,20,,
1,,1.1,,,,,,,,2,45,31,0,5,0,0,0,0,0,0,0,31,2,2,1,0,1,0,0,2,0,0,45,3,1955,2,2,995,4,45,173,1955,1,1,2019,3,12,1991,9,2004,9,1993,99,9999,99,9999,2019,1,12,1992,4,3,1996,2,1995,99,9999,9,99,9999,99,9999,4,0,0,1968,0,4773,1,10,,,12,1,10,,,47,1,10,,,1285,1,10,,,1830,1,10,,,2,7,5,5,2,2,4,4,4,2,5,1,5,4,2,3,2,4,3,3,4,3,4,4,3,0,3,1,10,4,5,5,5,42,1,1,5645,1,10,,,4811,1,10,,
,2,,,,,1,1,,,2,45,32,0,5,0,0,0,0,0,0,0,31,2,1,1,1,1,0,1,2,2019,2017,45,31,1977,3,1,127,2,45,920,9999,99,99,2015,2,7,2010,3,2012,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3253,3,30,,,751,3,30,,,40,3,30,,,2720,3,30,2,6,2753,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3,30,,,0,0,0,,
,3,,,,,,1,1,1,2,45,33,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,1,2,2009,2003,45,31,1977,3,2,103,1,45,177,1972,1,1,2019,2,12,2015,3,2018,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,0,0,0,,,0,0,0,,,0,0,0,,,1285,3,30,,,4511,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,1,10,2,6,8738,2,22,2,6
,2,,,,,,,1,1,2,45,34,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,1,2,2009,2003,45,30,1973,1,1,117,2,0,0,9999,99,99,2019,1,6,2017,99,9999,99,9999,99,9999,99,9999,2019,1,6,2014,4,4,2019,3,2016,99,9999,9,99,9999,99,9999,4,0,2017,1968,0,4943,3,30,,,5584,3,30,,,0,0,0,,,3584,3,30,,,4255,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7404,2,20,2,6,8283,1,10,2,6
1,,1.1,,,,,,,,2,47,31,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,2,1937,7,5,995,1,47,1,1936,7,5,2015,3,10,1988,7,1998,4,1996,99,9999,99,9999,2019,1,6,1994,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1523,2,20,,,3357,2,20,,,2260,2,20,,,1206,2,20,,,2030,2,20,,,2,6,3,4,1,1,1,2,1,1,1,5,1,3,3,3,1,3,2,2,3,2,3,3,3,3,3,1,0,0,4,5,2,43,1,2,7543,2,20,,,9208,2,20,,
1,,1.1,,,,,,,,2,47,32,0,5,0,0,0,0,0,0,0,14,1,2,1,1,1,0,0,2,1996,1994,47,2,1937,7,6,995,1,47,1,1936,7,6,2017,2,2,1997,5,1999,99,9999,99,9999,99,9999,2019,1,8,1995,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1910,2,20,,,2180,2,20,,,5381,2,20,,,567,2,20,,,2002,2,20,,,2,7,3,2,5,4,4,3,4,2,1,1,1,4,2,1,1,4,4,1,1,2,4,4,4,1,4,1,0,0,1,4,4,45,1,2,843,2,20,,,6845,2,20,,
1,4,1.1,1,1,1,1,,,,2,47,34,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,4,1960,2,1,131,1,47,170,1960,2,1,2019,2,4,2012,7,2014,99,9999,99,9999,99,9999,2019,1,7,2006,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2015,1968,0,2516,3,30,5,5,2554,2,20,4,5,2699,2,20,3,6,3153,2,20,2,5,1841,2,20,,,2,7,4,3,2,1,4,1,1,1,1,1,1,4,4,2,3,4,4,1,1,1,4,4,4,1,3,1,0,0,3,4,5,47,1,2,6374,2,20,,,5744,2,20,,
,5,,,1,1,1,1,1,,2,47,35,0,5,0,0,0,0,0,0,0,14,1,1,1,0,1,0,0,2,0,0,47,31,1970,3,1,998,2,47,174,1968,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1523,3,30,,,3357,3,30,4,5,2260,3,30,3,5,1206,3,30,2,5,2030,3,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8891,1,10,2,4,4710,1,10,,
,5,,,,1,1,1,1,1,2,47,36,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,4,1960,2,2,141,1,47,170,1960,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,7,2017,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2516,4,30,,,1528,3,30,,,3510,3,30,3,5,337,3,30,2,5,869,3,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,1,10,2,5,3934,1,10,2,5
,5,,,,1,1,1,1,1,2,47,37,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,1,2,2007,2007,47,173,1968,2,1,141,1,47,5,1964,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5476,3,33,,,0,0,0,,,8718,1,10,3,5,2860,1,10,2,6,4606,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,1,10,2,5,3782,1,10,2,6
,4,,,,,1,1,1,1,2,47,38,0,5,0,0,0,0,0,0,0,14,1,1,1,1,1,0,1,2,2019,2007,47,173,1968,2,2,998,1,47,5,1964,3,2,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5476,4,33,,,0,0,0,,,5369,4,30,,,2137,4,30,2,6,3521,51,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7143,51,30,2,5,4959,51,30,2,6
,2,,,,,,,1,1,2,47,39,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,31,1970,3,2,119,1,47,174,1968,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1523,4,30,,,3357,4,30,,,2260,4,30,,,1206,4,30,,,2030,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7543,3,30,2,5,9208,3,30,2,5
,2,,,,,,,1,1,2,47,40,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,32,1972,2,1,147,1,47,176,1969,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1910,3,30,,,2180,3,30,,,5381,3,30,,,567,3,30,,,2002,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,3,30,2,4,6845,3,30,2,5
,1,,,,,,,,1,2,47,41,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,31,1970,3,3,129,1,47,174,1968,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1523,5,30,,,3357,5,30,,,2260,5,30,,,1206,5,30,,,2030,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7543,4,30,,,9208,4,30,2,5
,1,,,,,,,,1,2,47,42,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,0,1,2,2019,2015,47,33,1975,2,1,116,2,47,175,1971,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,2013,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3942,3,30,,,3779,3,30,,,3506,3,30,,,4135,3,30,,,7387,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,7897,51,30,2,5
,1,,,,,,,,1,2,47,43,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,32,1972,2,2,131,1,47,176,1969,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1910,4,30,,,2180,4,30,,,5381,4,30,,,567,4,30,,,2002,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,4,30,,,6845,4,30,2,5
1,,1.1,,,,,,,,2,47,181,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,4,0,0,47,918,9999,99,99,999,9,47,921,9999,99,99,2017,1,3,2003,99,9999,99,9999,99,9999,99,9999,2019,1,4,2001,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,5208,2,20,,,6252,2,20,,,5369,2,20,,,2137,2,20,,,3521,2,20,,,2,7,3,5,2,3,3,2,2,2,5,5,1,3,2,2,3,2,2,3,3,1,4,3,4,2,4,1,0,0,5,5,5,46,1,2,7143,2,20,,,4959,2,20,,
1,,1.1,,,,,,,,2,50,31,0,5,0,0,0,0,0,0,0,4,1,2,1,0,1,0,1,2,2017,2017,50,2,1940,5,5,995,1,50,1,1935,5,5,2019,2,2,2009,12,2010,99,9999,99,9999,99,9999,2019,1,10,2006,4,12,2018,11,2017,99,9999,9,99,9999,99,9999,4,0,0,1968,0,4848,1,10,,,608,2,20,,,3410,2,20,,,7576,2,20,,,1097,2,20,,,2,7,5,1,1,1,1,1,1,1,5,5,5,3,1,1,1,3,3,3,2,3,3,3,3,1,3,1,0,0,5,5,5,48,1,2,9030,2,20,,,0,0,0,,
,5,,,1,1,1,1,1,,2,50,32,0,5,0,0,0,0,0,0,0,4,1,2,1,1,1,0,0,2,2013,2011,50,171,1960,2,1,131,1,50,3,1959,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5103,3,30,,,181,3,30,4,6,1911,3,30,3,6,6025,51,30,2,5,1140,51,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8703,2,30,2,5,7312,1,10,,
,5,,,,1,1,1,1,1,2,50,33,0,5,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,2,0,0,50,171,1960,2,2,146,1,50,3,1959,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5103,4,30,,,181,4,30,,,1911,4,30,3,5,6025,3,30,2,6,1140,2,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,2,30,2,5,6193,1,10,2,5
,4,,,,,1,1,1,1,2,50,34,0,5,0,0,0,0,0,0,0,4,1,2,1,0,1,0,0,2,0,0,50,5,1961,2,1,120,1,50,170,1959,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3963,3,30,,,514,3,30,,,2992,3,30,,,5981,3,30,2,5,3227,3,30,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555,3,30,2,5,5884,3,30,2,4
,4,,,,1,1,1,1,,2,51,31,0,5,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,2,2019,2007,51,30,1970,4,1,144,1,51,170,1968,1,1,2015,3,7,2007,1,2011,6,2008,99,9999,99,9999,2015,1,11,2007,5,99,9999,3,2013,99,9999,9,99,9999,99,9999,5,0,0,1968,0,116,3,30,,,1546,51,30,,,8443,1,10,3,6,2839,1,10,2,6,4566,51,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7034,1,10,2,5,0,0,0,,
1,,1.1,,,,,,,,2,51,172,0,0,0,0,0,0,0,0,0,4,1,2,1,0,1,0,0,0,0,0,51,906,9999,99,99,999,9,51,907,9999,99,99,2019,5,7,2007,10,2019,10,2015,1,2011,6,2008,2019,2,11,2007,4,8,2016,7,2013,8,2017,1,99,9999,99,9999,1,0,2019,1968,0,116,0,0,,,1546,0,0,,,8443,2,20,,,2839,2,20,,,4566,1,10,,,2,7,2,2,2,2,2,3,2,2,1,1,5,3,2,3,2,3,4,2,3,2,3,4,2,1,3,1,3,3,5,5,5,50,1,1,6267,2,22,,,5557,2,22,,
